id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated
arbitrum,arb,Arbitrum,https://coin-images.coingecko.com/coins/images/16547/large/arb.jpg?1721358242,0.499397,1744983156,48,4991186101,107134788,0.514281,0.497946,-0.009423059537885973,-1.85194,-30911997.06392479,-1.74064,3496129217.0,10000000000.0,10000000000.0,2.39,-79.12835,2024-01-12T12:29:59.231Z,0.431578,15.59722,2024-08-05T11:35:54.024Z,,2024-09-01T17:54:55.905Z
hedera-hashgraph,hbar,Hedera,https://coin-images.coingecko.com/coins/images/3688/large/hbar.png?1696504364,0.04833502,1731506931,49,2413148863,29112678,0.050305,0.0481992,-0.001459247701534453,-2.93055,-54612839.70814729,-3.05762,35876504721.7753,50000000000.0,50000000000.0,0.569229,-91.52861,2021-09-15T10:40:28.318Z,0.00986111,389.00805,2020-01-02T17:30:24.852Z,,2024-09-01T17:54:58.791Z
cosmos,atom,Cosmos Hub,https://coin-images.coingecko.com/coins/images/1481/large/cosmos_hub.png?1696502525,4.43,1730489490,50,1731559906,138054709,4.56,4.42,-0.09370785663241055,-2.07045,-34584101.01042032,-1.95936,390688369.813272,390930035.085365,,44.45,-90.04035,2022-01-17T00:34:41.497Z,1.16,281.60738,2020-03-13T02:27:44.591Z,"{'times': 43.3226278950849, 'currency': 'usd', 'percentage': 4332.26278950849}",2024-09-01T17:54:57.802Z
vechain,vet,VeChain,https://coin-images.coingecko.com/coins/images/1167/large/VET_Token_Icon.png?1710013505,0.02105589,1704633098,51,1809876800,22727419,0.02189827,0.02075814,-0.000639642216862954,-2.94827,-49876816.353146076,-2.84278,80985041177.0,85985041177.0,86712634466.0,0.280991,-92.50823,2021-04-19T01:08:21.675Z,0.00191713,998.05604,2020-03-13T02:29:59.652Z,"{'times': 1.983498238017915, 'currency': 'eth', 'percentage': 198.3498238017915}",2024-09-01T17:55:02.953Z
optimism,op,Optimism,https://coin-images.coingecko.com/coins/images/25244/large/Optimism.png?1696524385,1.39,1643250972,52,5942851286,103191891,1.43,1.38,-0.035014850170350886,-2.4631,-41869770.72677231,-2.48467,1187596466.0,4294967296.0,4294967296.0,4.84,-71.45658,2024-03-06T08:35:50.817Z,0.402159,243.82696,2022-06-18T20:54:52.178Z,,2024-09-01T17:55:00.506Z
injective-protocol,inj,Injective,https://coin-images.coingecko.com/coins/images/12882/large/Secondary_Symbol.png?1696512670,16.7,1629171075,53,1667059634,63392496,17.36,16.49,-0.39734634510755384,-2.32404,-38288316.81262946,-2.29621,97727222.33,100000000.0,,52.62,-68.32527,2024-03-14T15:06:22.124Z,0.657401,2435.35647,2020-11-03T16:19:30.576Z,,2024-09-01T17:54:59.124Z
maker,mkr,Maker,https://coin-images.coingecko.com/coins/images/1364/large/Mark_Maker.png?1696502423,1725.04,1604852063,54,1686048784,51476441,1761.11,1706.48,-24.744890542036273,-1.41417,-22898559.30210018,-1.40676,930550.290918776,977631.036950888,1005577.0,6292.31,-72.63004,2021-05-03T21:54:29.333Z,168.36,922.94422,2020-03-16T20:52:36.527Z,,2024-09-01T17:54:59.864Z
whitebit,wbt,WhiteBIT Coin,https://coin-images.coingecko.com/coins/images/27045/large/wbt_token.png?1696526096,10.82,1563558579,55,3753911419,4031329,10.9,10.78,-0.06218641613185305,-0.57124,-5556011.2192082405,-0.35409,144118517.10815412,346010795.0,400000000.0,14.64,-25.93514,2022-10-28T12:32:18.119Z,3.06,254.26264,2023-02-13T19:01:21.899Z,,2024-09-01T17:54:59.955Z
binance-peg-weth,weth,Binance-Peg WETH,https://coin-images.coingecko.com/coins/images/39580/large/weth.png?1723006716,2463.0,1489868902,56,1489868902,23893778,2519.15,2452.7,-38.57045225836282,-1.54185,-20290994.89688754,-1.34363,604999.999959841,604999.999959841,,2808.56,-12.31059,2024-08-24T16:52:46.091Z,2322.58,6.03795,2024-08-08T00:37:09.529Z,,2024-09-01T17:54:56.042Z
dogwifcoin,wif,dogwifhat,https://coin-images.coingecko.com/coins/images/33566/large/dogwifhat.jpg?1702499428,1.45,1441671288,57,1441671288,273232473,1.53,1.42,-0.06036680582096454,-4.00859,-59887228.44458842,-3.98834,998926392.0,998926392.0,998926392.0,4.83,-70.10122,2024-03-31T09:34:58.366Z,0.00155464,92703.13709,2023-12-13T07:13:50.873Z,,2024-09-01T17:54:57.022Z
rocket-pool-eth,reth,Rocket Pool ETH,https://coin-images.coingecko.com/coins/images/20764/large/reth.png?1696520159,2761.44,1366521328,58,1366521328,11032125,2822.97,2739.96,-33.963584895831445,-1.21498,-16229075.820546865,-1.17368,495201.738285079,495201.738285079,,4814.31,-42.7293,2021-12-01T08:03:50.749Z,887.26,210.752,2022-06-18T20:55:45.957Z,,2024-09-01T17:55:01.040Z
arweave,ar,Arweave,https://coin-images.coingecko.com/coins/images/4343/large/oRt6SiEN_400x400.jpg?1696504946,20.84,1362342374,59,1362342374,25908966,21.85,20.68,-0.4853296877833131,-2.27551,-33350567.253566265,-2.38953,65454185.5381511,65454185.5381511,66000000.0,89.24,-76.49496,2021-11-05T04:14:42.689Z,0.298788,6919.95208,2020-01-31T06:47:36.543Z,"{'times': 27.16632235966804, 'currency': 'usd', 'percentage': 2716.6322359668043}",2024-09-01T17:54:56.031Z
bitget-token,bgb,Bitget Token,https://coin-images.coingecko.com/coins/images/11610/large/icon_colour.png?1696511504,0.965237,1350935202,60,1929906054,23497119,0.984044,0.964603,-0.016165863481668707,-1.64722,-21815624.974192858,-1.58919,1400001000.0,2000000000.0,2000000000.0,1.48,-34.77474,2024-06-01T03:50:55.951Z,0.0142795,6656.88666,2020-06-25T04:17:05.895Z,,2024-09-01T17:54:56.052Z
the-graph,grt,The Graph,https://coin-images.coingecko.com/coins/images/13397/large/Graph_Token.png?1696513159,0.14049,1338435857,61,1512175123,23864659,0.146055,0.140049,-0.004018066465802134,-2.78052,-38022320.02184248,-2.76233,9548531509.16547,10788004319.0,10788004319.0,2.84,-95.06782,2021-02-12T07:28:45.775Z,0.052051,169.25133,2022-11-22T10:05:03.503Z,,2024-09-01T17:55:02.256Z
thorchain,rune,THORChain,https://coin-images.coingecko.com/coins/images/6595/large/Rune200x200.png?1696506946,3.87,1292825702,62,1595659695,151824691,3.93,3.81,-0.016239103266467048,-0.41835,-4363159.731862783,-0.33636,335254271.0,413784880.0,500000000.0,20.87,-81.52561,2021-05-19T00:30:09.436Z,0.00851264,45187.44867,2019-09-28T00:00:00.000Z,"{'times': 100.72194653210882, 'currency': 'usd', 'percentage': 10072.194653210881}",2024-09-01T17:55:02.632Z
mantle-staked-ether,meth,Mantle Staked Ether,https://coin-images.coingecko.com/coins/images/33345/large/symbol_transparent_bg.png?1701697066,2569.96,1246465088,63,1246470261,6023480,2629.67,2552.06,-28.682945034769546,-1.10377,-16906883.787953377,-1.33823,485495.574136713,485497.588758332,,4729.53,-45.73357,2024-03-27T05:26:27.333Z,2142.02,19.81915,2023-12-18T10:41:32.686Z,,2024-09-01T17:54:59.739Z
helium,hnt,Helium,https://coin-images.coingecko.com/coins/images/4284/large/Helium_HNT.png?1696504894,7.14,1207674688,64,1590660490,18313715,7.27,6.87,0.088484,1.25543,14420619.0,1.20851,169307942.969225,223000000.0,223000000.0,54.88,-86.9386,2021-11-12T23:08:25.301Z,0.113248,6229.23534,2020-04-18T00:19:10.902Z,,2024-09-01T17:54:59.002Z
floki,floki,FLOKI,https://coin-images.coingecko.com/coins/images/16746/large/PNG_image.png?1696516318,0.00012089,1169332308,65,1206709179,194062690,0.00012598,0.0001194,-4.36121472803e-06,-3.48186,-40784778.82225275,-3.37032,9690257834666.0,10000000000000.0,10000000000000.0,0.00034495,-64.95354,2024-06-05T07:25:59.137Z,8.428e-08,143341.87867,2021-07-06T01:11:20.438Z,,2024-09-01T17:54:58.529Z
theta-token,theta,Theta Network,https://coin-images.coingecko.com/coins/images/2538/large/theta-token-logo.png?1696503349,1.17,1165739124,66,1165739124,12401868,1.21,1.16,-0.019355775324204183,-1.62949,-21090731.02969408,-1.77706,1000000000.0,1000000000.0,1000000000.0,15.72,-92.58803,2021-04-16T13:15:11.190Z,0.04039979,2784.02788,2020-03-13T02:24:16.483Z,"{'times': 6.7899074923744935, 'currency': 'usd', 'percentage': 678.9907492374493}",2024-09-01T17:54:50.137Z
bonk,bonk,Bonk,https://coin-images.coingecko.com/coins/images/28600/large/bonk.jpg?1696527587,1.678e-05,1164078253,67,1567076497,76381615,1.742e-05,1.66e-05,-4.19603303213e-07,-2.4394,-29239763.039450884,-2.45029,69474461693558.484,93526183276778.0,93526183276778.0,4.547e-05,-63.11017,2024-03-04T17:05:29.594Z,8.6142e-08,19372.54153,2022-12-29T22:48:46.755Z,,2024-09-01T17:54:56.357Z
fantom,ftm,Fantom,https://coin-images.coingecko.com/coins/images/4001/large/Fantom_round.png?1696504642,0.408755,1144729779,68,1296358927,127452533,0.427383,0.401357,-0.013538626173065447,-3.20598,-37587518.98039317,-3.17914,2803634835.52659,3175000000.0,3175000000.0,3.46,-88.20459,2021-10-28T05:19:39.845Z,0.00190227,21345.5851,2020-03-13T02:25:38.280Z,"{'times': 12.625150781759244, 'currency': 'usd', 'percentage': 1262.5150781759244}",2024-09-01T17:54:59.604Z
solv-btc,solvbtc,Solv Protocol SolvBTC,https://coin-images.coingecko.com/coins/images/36800/large/solvBTC.png?1719810684,57823.0,1115020605,69,1115069464,460446,59066.0,57582.0,-949.5686476314586,-1.61568,-11474547.486687422,-1.01861,19283.5073667535,19284.3523342792,21000000.0,70898.0,-18.48128,2024-06-05T16:15:24.629Z,49058.0,17.80988,2024-08-05T06:28:45.311Z,,2024-09-01T17:53:34.129Z
algorand,algo,Algorand,https://coin-images.coingecko.com/coins/images/4380/large/download.png?1696504978,0.119757,982854064,70,982854068,38833351,0.124656,0.11939,-0.003835223669530486,-3.10314,-31896226.948081493,-3.14326,8227594229.02178,8227594263.95396,10000000000.0,3.56,-96.63981,2019-06-20T14:51:19.480Z,0.087513,36.73504,2023-09-11T19:42:08.247Z,"{'times': -0.9501014445284977, 'currency': 'usd', 'percentage': -95.01014445284977}",2024-09-01T17:54:57.591Z
jupiter-exchange-solana,jup,Jupiter,https://coin-images.coingecko.com/coins/images/34188/large/jup.png?1704266489,0.728689,980848109,71,7265541545,60354646,0.746962,0.718407,-0.010051009370209751,-1.36056,-15467630.192046285,-1.55248,1350000000.0,10000000000.0,10000000000.0,2.0,-63.66764,2024-01-31T15:02:47.304Z,0.457464,58.84353,2024-02-21T18:31:05.083Z,,2024-09-01T17:54:59.976Z
gatechain-token,gt,Gate,https://coin-images.coingecko.com/coins/images/8183/large/gate.png?1696508395,7.41,965999124,72,2223084867,779713,7.5,7.34,-0.06897917019748334,-0.92223,-8635221.473872662,-0.886,130359277.55886991,300000000.0,,12.94,-42.72177,2021-05-12T11:39:16.531Z,0.25754,2778.33439,2020-03-13T02:18:02.481Z,,2024-09-01T17:54:58.520Z
kucoin-shares,kcs,KuCoin,https://coin-images.coingecko.com/coins/images/1047/large/sa9z79.png?1696502152,8.17,964148408,73,1168466132,38944,8.33,8.15,-0.10614144204377318,-1.28226,-10892443.753162146,-1.11713,117971705.288477,142971705.288477,,28.83,-71.65503,2021-12-01T15:09:35.541Z,0.342863,2283.40746,2019-02-07T00:00:00.000Z,,2024-09-01T17:54:59.262Z
pyth-network,pyth,Pyth Network,https://coin-images.coingecko.com/coins/images/31924/large/pyth.png?1701245725,0.258795,936459673,74,2583345003,21106496,0.271302,0.258275,-0.009067700567816916,-3.38521,-33887413.95212841,-3.4923,3624988810.49906,10000000000.0,10000000000.0,1.2,-78.42808,2024-03-16T07:01:15.357Z,0.22352,15.46146,2024-08-05T11:30:50.894Z,,2024-09-01T17:55:00.965Z
renzo-restaked-eth,ezeth,Renzo Restaked ETH,https://coin-images.coingecko.com/coins/images/34753/large/Ezeth_logo_circle.png?1713496404,2509.61,923537266,76,923537266,17578655,2560.99,2490.39,-34.572217207406084,-1.35887,-17100863.897699833,-1.81801,368260.898693539,368260.898693539,,4106.74,-38.9667,2024-03-12T00:44:29.429Z,2198.04,14.03253,2024-01-26T08:09:59.848Z,,2024-09-01T17:55:01.221Z
lido-dao,ldo,Lido DAO,https://coin-images.coingecko.com/coins/images/13573/large/Lido_DAO.png?1696513326,1.034,922667482,75,1030585895,69222196,1.065,1.028,-0.00967144067861492,-0.92636,-10496157.22290337,-1.12479,895284406.677867,1000000000.0,1000000000.0,7.3,-85.84742,2021-08-20T08:35:20.158Z,0.40615,154.47383,2022-06-18T20:55:12.035Z,,2024-09-01T17:55:02.428Z
paypal-usd,pyusd,PayPal USD,https://coin-images.coingecko.com/coins/images/31212/large/PYUSD_Logo_%282%29.png?1696530039,1.0,908068502,77,908068502,3910859,1.004,0.996767,3.886e-05,0.00389,-18301904.04978454,-1.97566,908164707.586369,908164707.586369,,1.021,-1.96931,2023-10-23T22:44:57.056Z,0.972731,2.86867,2024-01-03T12:05:24.231Z,,2024-09-01T17:55:00.505Z
ronin-bridged-weth-ronin,weth,Ronin Bridged WETH (Ronin),https://coin-images.coingecko.com/coins/images/39716/large/WETH.PNG?1723731945,2494.48,899131828,81,899131828,751815,2522.2,2441.3,-9.25096192480487,-0.36949,-3448762.778836012,-0.3821,360699.586558314,360699.586558314,,2807.8,-12.09426,2024-08-24T17:07:47.789Z,2425.31,1.76933,2024-08-28T01:46:06.015Z,,2024-09-01T17:55:00.851Z
celestia,tia,Celestia,https://coin-images.coingecko.com/coins/images/31967/large/tia.jpg?1696530772,4.32,896990263,78,4599205967,48302453,4.51,4.3,-0.06073560392906607,-1.38614,-14042846.148391843,-1.54142,208112020.900446,1067068493.15045,,20.85,-79.31408,2024-02-10T14:30:02.495Z,2.08,107.01679,2023-10-31T15:14:31.951Z,,2024-09-01T17:54:56.777Z
sei-network,sei,Sei,https://coin-images.coingecko.com/coins/images/28205/large/Sei_Logo_-_Transparent.png?1696527207,0.272045,895875583,79,2714774494,58298018,0.286531,0.271002,-0.010482037581340309,-3.7101,-34948789.476709366,-3.75461,3300000000.0,10000000000.0,,1.14,-76.17352,2024-03-16T02:30:23.904Z,0.095364,184.75663,2023-10-19T08:05:30.655Z,,2024-09-01T17:55:01.869Z
jasmycoin,jasmy,JasmyCoin,https://coin-images.coingecko.com/coins/images/13876/large/JASMY200x200.jpg?1696513620,0.01852757,895291792,80,924506188,53384367,0.01913089,0.01838486,-0.000345406344896562,-1.83016,-16701779.587809205,-1.83135,48419999999.3058,50000000000.0,50000000000.0,4.79,-99.61414,2021-02-16T03:53:32.207Z,0.00275026,572.04651,2022-12-29T20:41:09.113Z,,2024-09-01T17:54:59.156Z
quant-network,qnt,Quant,https://coin-images.coingecko.com/coins/images/3370/large/5ZOu7brX_400x400.jpg?1696504070,60.84,882003970,82,886146915,10636685,63.06,60.59,-1.8809076078401858,-2.99893,-30140966.862262487,-3.30441,14544176.164091088,14612493.0,14612493.0,427.42,-85.81565,2021-09-11T09:15:00.668Z,0.215773,27997.59215,2018-08-23T00:00:00.000Z,"{'times': 9.590838038620989, 'currency': 'eth', 'percentage': 959.0838038620989}",2024-09-01T17:55:00.675Z
ondo-finance,ondo,Ondo,https://coin-images.coingecko.com/coins/images/26580/large/ONDO.png?1696525656,0.600528,866208275,83,5999649794,40035137,0.632308,0.596865,-0.02632543262006992,-4.19961,-36296712.62722838,-4.02177,1443764727.588207,10000000000.0,10000000000.0,1.48,-59.49436,2024-06-03T08:29:55.744Z,0.082171,628.94199,2024-01-18T12:14:30.524Z,,2024-09-01T17:55:00.380Z
ether-fi-staked-eth,eeth,ether.fi Staked ETH,https://coin-images.coingecko.com/coins/images/33049/large/ether.fi_eETH.png?1700473063,2468.08,844439996,84,4838003420,40397,2520.85,2444.59,-26.12828850873666,-1.04756,-8581159.11062646,-1.00597,342750.09217649605,1963699.16787137,,5307.23,-53.63394,2024-08-06T16:16:30.007Z,2155.76,14.148,2024-02-08T11:26:30.368Z,,2024-09-01T17:54:57.407Z
notcoin,not,Notcoin,https://coin-images.coingecko.com/coins/images/33453/large/rFmThDiD_400x400.jpg?1701876350,0.00816859,837373316,85,837373316,136673250,0.00860158,0.00808758,-3.4584405681716e-05,-0.4216,-2662725.4786936045,-0.31698,102474435128.208,102474435128.208,102719221714.0,0.02836145,-71.19108,2024-06-02T18:00:38.587Z,0.00461057,77.21533,2024-05-24T07:12:14.147Z,,2024-09-01T17:55:00.385Z
flow,flow,Flow,https://coin-images.coingecko.com/coins/images/13446/large/5f6294c0c7a8cda55cb1c936_Flow_Wordmark.png?1696513210,0.534103,814957855,86,814957855,19235773,0.560729,0.533213,-0.02074073829914513,-3.73812,-31168873.89866388,-3.68371,1528897406.12668,1528897406.12668,,42.4,-98.73939,2021-04-05T13:49:10.098Z,0.391969,36.35311,2023-09-11T19:41:06.528Z,,2024-09-01T17:54:58.609Z
bitcoin-cash-sv,bsv,Bitcoin SV,https://coin-images.coingecko.com/coins/images/6799/large/BSV.png?1696507128,40.88,806295975,88,857297252,9717748,42.38,40.74,-1.2865115308794302,-3.05109,-24481278.779175162,-2.94679,19750693.75,21000000.0,21000000.0,489.75,-91.65191,2021-04-16T17:09:04.630Z,21.43,90.74008,2023-06-10T04:32:12.266Z,,2024-09-01T17:54:55.707Z
klay-token,klay,Klaytn,https://coin-images.coingecko.com/coins/images/9672/large/klaytn.png?1696509742,0.13846,803994159,89,804292863,24777519,0.144182,0.137493,-0.001956323932451543,-1.39323,-9902756.184346437,-1.21671,5806693656.94806,5808850993.57236,,4.34,-96.80008,2021-03-30T03:44:28.828Z,0.06044,129.71989,2020-04-29T08:19:34.574Z,,2024-09-01T17:53:49.047Z
coredaoorg,core,Core,https://coin-images.coingecko.com/coins/images/28938/large/file_589.jpg?1701868471,0.887162,803045440,87,1858180109,32130413,0.951712,0.881286,-0.0553812214255478,-5.87572,-49258887.92399871,-5.7795,907552187.749224,2100000000.0,2100000000.0,6.14,-85.53344,2023-02-08T12:55:39.828Z,0.334237,165.91065,2023-11-03T01:20:55.441Z,,2024-09-01T17:54:56.497Z
bittorrent,btt,BitTorrent,https://coin-images.coingecko.com/coins/images/22457/large/btt_logo.png?1696521780,8.2903e-07,802855477,90,820893213,17930443,8.55598e-07,8.26693e-07,-1.876471515e-08,-2.21336,-17163279.76182902,-2.09304,968246428571000.0,990000000000000.0,990000000000000.0,3.43e-06,-75.86512,2022-01-21T04:00:31.909Z,3.65368e-07,126.66195,2023-10-13T05:10:41.241Z,,2024-09-01T17:54:57.362Z
fasttoken,ftn,Fasttoken,https://coin-images.coingecko.com/coins/images/28478/large/lightenicon_200x200.png?1696527472,2.46,799882791,91,2163605501,71963886,2.47,2.41,0.04170675,1.72444,16364124.0,2.08854,325335120.37373453,880000000.0,1000000000.0,2.6,-5.29994,2024-08-27T18:23:15.020Z,0.398142,517.23582,2023-01-21T10:15:39.503Z,,2024-09-01T17:55:00.472Z
elrond-erd-2,egld,MultiversX,https://coin-images.coingecko.com/coins/images/12335/large/egld-token-logo.png?1696512162,27.61,754924693,92,755066847,13888037,29.01,27.38,-1.2766380934547286,-4.41926,-34032159.956195354,-4.31356,27360182.0,27365334.0,31415926.0,545.64,-94.95132,2021-11-23T10:33:26.737Z,6.51,323.3748,2020-10-07T01:44:53.554Z,,2024-09-01T17:54:58.287Z
usdd,usdd,USDD,https://coin-images.coingecko.com/coins/images/25380/large/UUSD.jpg?1696524513,0.99986,753649291,93,753649291,2272940,1.005,0.994069,-0.001324425301457599,-0.13229,571694.0,0.07591,753457941.493242,753457941.493242,,1.052,-4.91957,2023-10-23T22:45:25.398Z,0.928067,7.75883,2022-06-19T16:15:11.558Z,,2024-09-01T17:54:58.417Z
mantra-dao,om,MANTRA,https://coin-images.coingecko.com/coins/images/12151/large/OM_Token.png?1696511991,0.883705,744233781,94,784595189,13630628,0.911909,0.880492,-0.01909889669428677,-2.11551,-17539263.127359867,-2.30243,843162368.65,888888888.0,888888888.0,1.41,-37.64861,2024-07-21T23:11:14.036Z,0.01726188,5007.09206,2023-10-12T17:25:09.068Z,,2024-09-01T17:54:59.883Z
based-brett,brett,Brett,https://coin-images.coingecko.com/coins/images/35529/large/1000050750.png?1709031995,0.074204,736615472,95,736615472,23630054,0.080716,0.072754,-0.005829285618154573,-7.28356,-57109429.7958287,-7.19512,9910172676.71268,9910172676.71268,9999998988.0,0.193328,-61.6293,2024-06-09T12:55:51.835Z,0.00084753,8652.66756,2024-02-29T08:40:24.951Z,,2024-09-01T17:54:55.659Z
flare-networks,flr,Flare,https://coin-images.coingecko.com/coins/images/28624/large/FLR-icon200x200.png?1696527609,0.01551537,720892037,96,1590243570,3805471,0.0161673,0.01550034,-0.000588103794224703,-3.65203,-25928946.131439805,-3.47191,46459253314.1536,102486260077.738,,0.150073,-89.67146,2023-01-10T03:14:05.921Z,0.00827405,87.33675,2023-10-19T03:35:41.663Z,,2024-09-01T17:54:20.915Z
eos,eos,EOS,https://coin-images.coingecko.com/coins/images/738/large/eos-eos-logo.png?1696501893,0.4621,698043515,97,969555787,58266411,0.482625,0.460367,-0.017588353768065224,-3.66662,-25486085.36259508,-3.52247,1511920614.7114,2100000000.0,2100000000.0,22.71,-97.97059,2018-04-29T07:50:33.540Z,0.408029,12.95866,2024-08-05T06:45:13.453Z,"{'times': -0.5332325254665676, 'currency': 'usd', 'percentage': -53.32325254665677}",2024-09-01T17:54:57.199Z
beam-2,beam,Beam,https://coin-images.coingecko.com/coins/images/32417/large/chain-logo.png?1698114384,0.0134356,687646013,98,838369647,26131356,0.01479788,0.01337369,-0.001254920502414107,-8.54238,-65814580.73218799,-8.73497,51209507703.0,62434008330.0,62434008330.0,0.04416304,-69.58589,2024-03-10T10:40:22.381Z,0.0043383,209.60956,2023-10-29T08:20:14.064Z,,2024-09-01T17:54:55.409Z
gala,gala,GALA,https://coin-images.coingecko.com/coins/images/12493/large/GALA_token_image_-_200PNG.png?1709725869,0.01788012,684941827,99,684941898,75100585,0.0191667,0.01784118,-0.001093986882653022,-5.76568,-41996516.21299696,-5.77718,38334628286.8458,38334632282.8458,50000000000.0,0.824837,-97.8342,2021-11-26T01:03:48.731Z,0.00013475,13157.4635,2020-12-28T08:46:48.367Z,,2024-09-01T17:54:58.284Z
axie-infinity,axs,Axie Infinity,https://coin-images.coingecko.com/coins/images/13029/large/axie_infinity_logo.png?1696512817,4.52,674493190,100,1220381160,20707533,4.75,4.51,-0.17976157252380887,-3.82497,-25884181.213195443,-3.69575,149226460.659719,270000000.0,270000000.0,164.9,-97.2588,2021-11-06T19:29:29.482Z,0.123718,3553.6048,2020-11-06T08:05:43.662Z,,2024-09-01T17:54:56.290Z
bitcoin,btc,Bitcoin,https://coin-images.coingecko.com/coins/images/1/large/bitcoin.png?1696501400,58063.0,1145532721180,1,1218150439334,21233443191,59130.0,57674.0,-828.221935336187,-1.40635,-15388817185.479248,-1.32557,19748125.0,21000000.0,21000000.0,73738.0,-21.34108,2024-03-14T07:10:36.635Z,67.81,85436.53187,2013-07-06T00:00:00.000Z,,2024-09-01T17:54:58.991Z
ethereum,eth,Ethereum,https://coin-images.coingecko.com/coins/images/279/large/ethereum.png?1696501628,2469.29,296981349556,2,296981349556,8868253081,2525.17,2447.2,-31.320695314196655,-1.25252,-3402018036.819824,-1.13256,120305767.32756,120305767.32756,,4878.26,-49.50369,2021-11-10T14:24:19.604Z,0.432979,568828.83932,2015-10-20T00:00:00.000Z,"{'times': 55.87521222169377, 'currency': 'btc', 'percentage': 5587.521222169377}",2024-09-01T17:54:58.939Z
tether,usdt,Tether,https://coin-images.coingecko.com/coins/images/325/large/Tether.png?1696501661,1.0,118224438208,3,118224438208,30314612211,1.004,0.997862,-0.00015131441739813,-0.01512,-30137461.960266113,-0.02549,118228802316.484,118228802316.484,,1.32,-24.36451,2018-07-24T00:00:00.000Z,0.572521,74.79353,2015-03-02T00:00:00.000Z,,2024-09-01T17:54:50.803Z
binancecoin,bnb,BNB,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,517.82,75444191401,4,75444191401,560174368,535.34,514.14,-14.33258535422874,-2.6933,-2046565197.8772278,-2.64104,145887575.79,145887575.79,200000000.0,717.48,-27.94764,2024-06-06T14:10:59.816Z,0.0398177,1298211.85837,2017-10-19T00:00:00.000Z,,2024-09-01T17:54:57.143Z
solana,sol,Solana,https://coin-images.coingecko.com/coins/images/4128/large/solana.png?1718769756,132.71,61781928456,5,77264475389,2024567268,136.29,130.35,-2.7549917466254783,-2.03379,-1374649546.0955963,-2.17657,466584922.88757,583511071.799565,,259.96,-49.09862,2021-11-06T21:54:35.825Z,0.500801,26322.2286,2020-05-11T19:35:23.449Z,,2024-09-01T17:55:01.604Z
usd-coin,usdc,USDC,https://coin-images.coingecko.com/coins/images/6319/large/usdc.png?1696506694,1.001,34735875492,6,34736112112,3043662592,1.002,0.996174,8.947e-05,0.00894,31073574.0,0.08954,34716727218.3794,34716963708.4092,,1.17,-14.68793,2019-05-08T00:40:28.300Z,0.877647,13.99348,2023-03-11T08:02:13.981Z,,2024-09-01T17:54:53.541Z
ripple,xrp,XRP,https://coin-images.coingecko.com/coins/images/44/large/xrp-symbol-white-128.png?1696501442,0.554736,31137733724,7,55347401664,539843669,0.568124,0.552618,-0.009381549594211004,-1.66305,-588495619.5532112,-1.85492,56251561168.0,99987294444.0,100000000000.0,3.4,-83.7204,2018-01-07T00:00:00.000Z,0.00268621,20496.10755,2014-05-22T00:00:00.000Z,,2024-09-01T17:55:02.486Z
staked-ether,steth,Lido Staked Ether,https://coin-images.coingecko.com/coins/images/13442/large/steth_logo.png?1696513206,2470.57,24165355353,8,24165549841,30909444,2525.4,2446.31,-25.233513181853596,-1.01104,-298481173.19506454,-1.22009,9798013.4992758,9798092.35574212,,4829.57,-48.99753,2021-11-10T14:40:47.256Z,482.9,410.08895,2020-12-22T04:08:21.854Z,,2024-09-01T17:55:01.342Z
dogecoin,doge,Dogecoin,https://coin-images.coingecko.com/coins/images/5/large/dogecoin.png?1696501409,0.097349,14186527500,9,14186770794,367025776,0.102046,0.097023,-0.003633758311221064,-3.59838,-493705313.4522381,-3.36306,145775716383.705,145778216383.705,,0.731578,-86.71884,2021-05-08T05:08:23.458Z,8.69e-05,111704.2097,2015-05-06T00:00:00.000Z,,2024-09-01T17:54:57.097Z
tron,trx,TRON,https://coin-images.coingecko.com/coins/images/1094/large/tron-logo.png?1696502193,0.156574,13585964652,10,13585978956,377479579,0.157926,0.155883,-0.000868631595428437,-0.55171,-53431608.74252319,-0.39174,86770544096.3021,86770635455.5297,,0.231673,-32.45495,2018-01-05T00:00:00.000Z,0.00180434,8572.60857,2017-11-12T00:00:00.000Z,"{'times': 81.40761044810185, 'currency': 'usd', 'percentage': 8140.761044810184}",2024-09-01T17:54:53.815Z
the-open-network,ton,Toncoin,https://coin-images.coingecko.com/coins/images/17980/large/img-ton.jpg?1724681212,5.28,13387787772,11,26994212810,262465781,5.45,5.23,-0.10695470224082548,-1.98369,-246637573.7535572,-1.80893,2534939940.09935,5111278231.09115,,8.25,-36.06141,2024-06-15T00:36:51.509Z,0.519364,916.09694,2021-09-21T00:33:11.092Z,,2024-09-01T17:54:50.889Z
